,Unnamed: 0,arr_airport,arr_city,dept_airport,dept_city,duration_hrs,duration_mins,layover_hrs,layover_mins,leg_id,price,stops,total_hrs,total_mins,total_mins_final,total_time_mins,timestamp
76,76,NRT,Tokyo,SFO,San Francisco,10,45,[10],[45],bb80562a64a6bab6c81494bdbb806f97,2230.0,0,10,45,600,645,1559792268.4028642
77,77,SFO,San Francisco,NRT,Tokyo,3,40,"[3, 11]","[40, 15]",0e7eb03bed22c2389c9be1faaef9837e,880.0,1,14,55,840,895,1559792268.4028642
78,78,NRT,Tokyo,SFO,San Francisco,10,45,[10],[45],e8099e31bc87386e38e4d8564d1206ec,2231.0,0,10,45,600,645,1559792268.4028642
79,79,NRT,Tokyo,SFO,San Francisco,1,42,"[1, 11]","[42, 10]",8e958c48b8bf2ce7507ad316ae184941,2212.0,1,12,52,720,772,1559792268.4028642
80,80,NRT,Tokyo,SFO,San Francisco,12,5,"[12, 3]","[5, 30]",c3fa3a5ce86478293a26936f77215965,1487.0,1,15,35,900,935,1559792268.4028642
81,81,NRT,Tokyo,SFO,San Francisco,1,40,"[1, 11]","[40, 30]",c4ec78d544cc61fc2c336aa851437482,1252.0,1,12,70,720,790,1559792268.4028642
82,82,NRT,Tokyo,SFO,San Francisco,1,40,"[1, 11]","[40, 30]",5443c6006aeb68f899e4d31fa5d0cf22,5783.0,1,12,70,720,790,1559792268.4028642
83,83,SFO,San Francisco,NRT,Tokyo,3,50,"[3, 12]","[50, 5]",3153157c08ce696eed5527e19cdd9e2a,973.0,1,15,55,900,955,1559792268.4028642
84,84,NRT,Tokyo,SFO,San Francisco,1,39,"[1, 11]","[39, 15]",4012295f5b36a4dd147904387aa7884b,2234.0,1,12,54,720,774,1559792268.4028642
85,85,NRT,Tokyo,SFO,San Francisco,1,39,"[1, 11]","[39, 20]",983dbc0164cc65c981d14333cc396c9b,2234.0,1,12,59,720,779,1559792268.4028642
86,86,NRT,Tokyo,SFO,San Francisco,14,0,"[14, 4]","[0, 30]",42615c9b5e462b20379d89f4a23053a0,974.0,1,18,30,1080,1110,1559792268.4028642
87,87,NRT,Tokyo,SFO,San Francisco,4,55,"[4, 4, 10]","[55, 9, 50]",502e207e5b2a22bb3572f9d529aace48,1350.0,2,18,114,1080,1194,1559792268.4028642
88,88,SFO,San Francisco,NRT,Tokyo,10,10,"[10, 1]","[10, 25]",6afb7640fa8749747c2d463930ba8d70,1252.0,1,11,35,660,695,1559792268.4028642
89,89,NRT,Tokyo,SFO,San Francisco,14,50,"[14, 1, 3]","[50, 55, 20]",619fc0eaacaf650d162b0a7b32255112,1453.0,2,18,125,1080,1205,1559792268.4028642
90,90,NRT,Tokyo,SFO,San Francisco,5,15,"[5, 0, 8]","[15, 41, 25]",362155980e8efd305ae03e5fc25d1985,2137.0,2,13,81,780,861,1559792268.4028642
91,91,NRT,Tokyo,SFO,San Francisco,1,39,"[1, 11]","[39, 15]",c6943c82ba32f587e9117fc3e8768b8a,10791.0,1,12,54,720,774,1559792268.4028642
92,92,NRT,Tokyo,SFO,San Francisco,1,37,"[1, 11]","[37, 15]",9b2eb71adc9ff293eb13a8cc614bfe67,2234.0,1,12,52,720,772,1559792268.4028642
93,93,NRT,Tokyo,SFO,San Francisco,12,5,"[12, 3]","[5, 30]",ecadbcfcfeac330ed30ca2727ab886a3,1125.0,1,15,35,900,935,1559792268.4028642
94,94,NRT,Tokyo,SFO,San Francisco,2,15,"[2, 11, 2]","[15, 35, 20]",199af2666fd66ef62dc642beca1a16f1,1433.0,2,15,70,900,970,1559792268.4028642
95,95,SFO,San Francisco,NRT,Tokyo,9,25,[9],[25],8cbbed64390e5caca12fb853759bdedf,5783.0,0,9,25,540,565,1559792268.4028642
96,96,NRT,Tokyo,SFO,San Francisco,14,45,"[14, 4]","[45, 25]",51504eaffdc3cbf4acb3c3b8eaf8b403,11606.0,1,18,70,1080,1150,1559792268.4028642
97,97,NRT,Tokyo,SFO,San Francisco,4,55,"[4, 4, 10]","[55, 9, 50]",e30fd654d9c906674da0a7962f29c463,11834.0,2,18,114,1080,1194,1559792268.4028642
98,98,NRT,Tokyo,SFO,San Francisco,1,40,"[1, 11]","[40, 30]",00071d29654c22e842343f383fdc5f45,1443.0,1,12,70,720,790,1559792268.4028642
99,99,SFO,San Francisco,NRT,Tokyo,12,55,"[12, 4]","[55, 55]",3182ad3a291f6e8ec837d3f0dba6eac7,1485.0,1,16,110,960,1070,1559792268.4028642
100,100,SFO,San Francisco,NRT,Tokyo,7,45,"[7, 5]","[45, 15]",8009fbf0469d7adf7a0e6fe5f5397d2a,1991.0,1,12,60,720,780,1559792268.4028642
101,101,NRT,Tokyo,SFO,San Francisco,5,25,"[5, 8]","[25, 20]",c50dc9dba2bdca04ba9794bb7ddeab0d,1991.0,1,13,45,780,825,1559792268.4028642
102,102,NRT,Tokyo,SFO,San Francisco,12,40,"[12, 3]","[40, 15]",73eaf1cf8991f03c309fea538dd5193f,1290.0,1,15,55,900,955,1559792268.4028642
103,103,NRT,Tokyo,SFO,San Francisco,12,30,"[12, 2]","[30, 30]",5b3fe70e9aa6d597e2209b225404457c,1374.0,1,14,60,840,900,1559792268.4028642
0,0,IST,Istanbul,SFO,San Francisco,10,25,"[10, 4]","[25, 15]",aae6b757b5b0ae1909ef0cfdfed160eb,1682.0,1,14,40,840,880,1559792433.4022489
1,1,SFO,San Francisco,IST,Istanbul,4,30,"[4, 11]","[30, 5]",a23f21ff9767b00b5c1bddb5c054288b,1862.0,1,15,35,900,935,1559792433.4022489
2,2,IST,Istanbul,SFO,San Francisco,11,5,"[11, 3]","[5, 5]",441d42cd23c8d702a11aef166b9968ce,3450.0,1,14,10,840,850,1559792433.4022489
3,3,IST,Istanbul,SFO,San Francisco,4,56,"[4, 7, 3]","[56, 40, 5]",0584fdb5db14fc8af426d9efad1791e9,3196.0,2,14,101,840,941,1559792433.4022489
4,4,IST,Istanbul,SFO,San Francisco,11,0,"[11, 3]","[0, 5]",8b14205e070d28a52f5265eb8aabf223,3450.0,1,14,5,840,845,1559792433.4022489
5,5,IST,Istanbul,SFO,San Francisco,10,25,"[10, 4]","[25, 15]",328cc76cb5fbc6c02a6528f9af3f958b,3457.0,1,14,40,840,880,1559792433.4022489
6,6,SFO,San Francisco,IST,Istanbul,13,25,[13],[25],05de85a477f37fca285201d8f1804a0f,1365.0,0,13,25,780,805,1559792433.4022489
7,7,IST,Istanbul,SFO,San Francisco,10,20,"[10, 3]","[20, 35]",a3fd9967a8a2272349a0c9efabd98a92,1424.0,1,13,55,780,835,1559792433.4022489
8,8,IST,Istanbul,SFO,San Francisco,10,20,"[10, 3]","[20, 20]",dd21ba79a39a5b41d81c6db6afc86c5c,1569.0,1,13,40,780,820,1559792433.4022489
9,9,IST,Istanbul,SFO,San Francisco,11,10,"[11, 4]","[10, 35]",7aecfdd66fca3f17ff46c9858df482b1,2954.0,1,15,45,900,945,1559792433.4022489
10,10,IST,Istanbul,SFO,San Francisco,11,5,"[11, 3]","[5, 5]",9d5a2522f440b602058e0258d8569c45,3450.0,1,14,10,840,850,1559792433.4022489
11,11,IST,Istanbul,SFO,San Francisco,10,25,"[10, 4]","[25, 15]",ace10a7001246396e5a22565a97cc8db,1921.0,1,14,40,840,880,1559792433.4022489
12,12,IST,Istanbul,SFO,San Francisco,10,20,"[10, 3]","[20, 35]",7fbe1fa0c2c469e29c17a7a4afe1325b,1339.0,1,13,55,780,835,1559792433.4022489
13,13,SAW,Istanbul,SFO,San Francisco,1,32,"[1, 12, 2]","[32, 0, 35]",28db91177ff674d262202ffa5ba3b70c,1625.0,2,15,67,900,967,1559792433.4022489
14,14,SFO,San Francisco,IST,Istanbul,3,15,"[3, 8, 5]","[15, 5, 31]",05f12d2d98c0c7e1fd9756fc3ca611f6,1651.0,2,16,51,960,1011,1559792433.4022489
15,15,IST,Istanbul,SFO,San Francisco,3,41,"[3, 9, 4]","[41, 10, 10]",7e37cd3cc95cce681c025f682bc5d3d2,1862.0,2,16,61,960,1021,1559792433.4022489
16,16,IST,Istanbul,SFO,San Francisco,5,0,"[5, 7, 3]","[0, 35, 5]",bbd049e0e4058ec5001e712e7e552b9b,3095.0,2,15,40,900,940,1559792433.4022489
17,17,IST,Istanbul,SFO,San Francisco,10,50,"[10, 3]","[50, 0]",3b50e5977c1882adff03857ab4ebadca,1634.0,1,13,50,780,830,1559792433.4022489
18,18,IST,Istanbul,SFO,San Francisco,10,55,"[10, 3]","[55, 20]",1f95cb83c43faeb599cf5a25e80f3854,1344.0,1,13,75,780,855,1559792433.4022489
19,19,IST,Istanbul,SFO,San Francisco,4,52,"[4, 8, 3]","[52, 15, 35]",ae23a343145c428c5c2b94ee7bbd6110,1608.0,2,15,102,900,1002,1559792433.4022489
20,20,IST,Istanbul,SFO,San Francisco,4,56,"[4, 7, 3]","[56, 40, 5]",57d0cb6bec90dd757057f68b63977a62,5354.0,2,14,101,840,941,1559792433.4022489
21,21,IST,Istanbul,SFO,San Francisco,10,20,"[10, 3]","[20, 20]",76c1d803f88a66f6c0725f99f0010db6,9903.0,1,13,40,780,820,1559792433.4022489
22,22,SFO,San Francisco,IST,Istanbul,4,20,"[4, 11]","[20, 5]",c63fbf1fdc4ebfca3a1278c22e53b83e,5354.0,1,15,25,900,925,1559792433.4022489
23,23,IST,Istanbul,SFO,San Francisco,10,45,"[10, 3]","[45, 35]",35d1bf5cee424804fcb03cb3ac04890b,1439.0,1,13,80,780,860,1559792433.4022489
24,24,IST,Istanbul,SFO,San Francisco,11,5,"[11, 3]","[5, 0]",d70fa2d0af8b060a0c57c6ef85adbe34,3450.0,1,14,5,840,845,1559792433.4022489
25,25,IST,Istanbul,SFO,San Francisco,11,20,"[11, 2]","[20, 35]",f442998aaf7ff883dd4c1ee900657c16,3486.0,1,13,55,780,835,1559792433.4022489
26,26,IST,Istanbul,SFO,San Francisco,11,0,"[11, 3]","[0, 5]",48fbe6861b72264a1500709807ca46ac,3450.0,1,14,5,840,845,1559792433.4022489
27,27,IST,Istanbul,SFO,San Francisco,10,25,"[10, 3]","[25, 20]",0b2552dc3e211f79b7e8dda0b7ea1eff,3430.0,1,13,45,780,825,1559792433.4022489
28,28,IST,Istanbul,SFO,San Francisco,10,50,"[10, 3]","[50, 5]",ead526c21bae9547032608d6384a4ec4,3450.0,1,13,55,780,835,1559792433.4022489
29,29,IST,Istanbul,SFO,San Francisco,3,44,"[3, 8, 3]","[44, 15, 20]",2106093eff4bafa2323a7a3e0bb6f74d,9907.0,2,14,79,840,919,1559792433.4022489
30,30,IST,Istanbul,SFO,San Francisco,10,20,"[10, 3]","[20, 35]",84c1ff13866d350068cecbd1a03c45d2,10452.0,1,13,55,780,835,1559792433.4022489
31,31,IST,Istanbul,SFO,San Francisco,3,36,"[3, 8, 3]","[36, 13, 20]",ac3c496d5ba36c6309a349ac043d2ecb,1343.0,2,14,69,840,909,1559792433.4022489
32,32,IST,Istanbul,SFO,San Francisco,3,41,"[3, 9, 4]","[41, 10, 10]",a1f3e80c33064516d7187148320932f6,3462.0,2,16,61,960,1021,1559792433.4022489
33,33,IST,Istanbul,SFO,San Francisco,4,56,"[4, 7, 3]","[56, 35, 5]",ff4c9b82e5e8581b5aae55844797b1d8,3095.0,2,14,96,840,936,1559792433.4022489
34,34,IST,Istanbul,SFO,San Francisco,10,20,"[10, 3]","[20, 20]",d0a20d73170eecabce9d6d817a8bbbc3,9962.0,1,13,40,780,820,1559792433.4022489
35,35,IST,Istanbul,SFO,San Francisco,10,25,"[10, 4]","[25, 15]",1ac525b17a9e60a96a4ee7b354ca739a,1996.0,1,14,40,840,880,1559792433.4022489
36,36,IST,Istanbul,SFO,San Francisco,2,37,"[2, 9, 3]","[37, 35, 5]",51fc95dd9a22282e8bb15288991cad80,1937.0,2,14,77,840,917,1559792433.4022489
37,37,SAW,Istanbul,SFO,San Francisco,10,25,"[10, 3]","[25, 25]",4a28ad39c1c478d811b88688656f5427,3479.0,1,13,50,780,830,1559792433.4022489
38,38,IST,Istanbul,SFO,San Francisco,10,20,"[10, 3]","[20, 20]",f61e46c2a31643fc5ca13515fab190a8,1572.0,1,13,40,780,820,1559792433.4022489
39,39,IST,Istanbul,SFO,San Francisco,11,20,"[11, 2]","[20, 35]",4ed9af50c4a2ccf7b512db2e84b58b96,3437.0,1,13,55,780,835,1559792433.4022489
40,40,SFO,San Francisco,IST,Istanbul,4,20,"[4, 11]","[20, 5]",3fd71cd20c3573726cbd17cd8567c07b,3457.0,1,15,25,900,925,1559792433.4022489
41,41,IST,Istanbul,SFO,San Francisco,10,25,"[10, 4]","[25, 15]",b3de32c8140c1280d6d6df5544fc906f,3457.0,1,14,40,840,880,1559792433.4022489
42,42,IST,Istanbul,SFO,San Francisco,3,41,"[3, 9, 4]","[41, 10, 10]",1714e4d6f0afd01a292c2c877ea62e5f,1637.0,2,16,61,960,1021,1559792433.4022489
43,43,IST,Istanbul,SFO,San Francisco,10,50,"[10, 3]","[50, 5]",e3e860493ea31d01e503bf94affbee68,1932.0,1,13,55,780,835,1559792433.4022489
44,44,IST,Istanbul,SFO,San Francisco,4,34,"[4, 7, 3]","[34, 43, 35]",821ed2a3b5538fec2c72aa209d15ddcd,10456.0,2,14,112,840,952,1559792433.4022489
45,45,IST,Istanbul,SFO,San Francisco,11,0,"[11, 3]","[0, 5]",f8b3d13e71edda4c67610c70b44645d9,1651.0,1,14,5,840,845,1559792433.4022489
46,46,IST,Istanbul,SFO,San Francisco,10,20,"[10, 3]","[20, 20]",396e7699b29f2bd69b15e1ef139671e7,1339.0,1,13,40,780,820,1559792433.4022489
47,47,IST,Istanbul,SFO,San Francisco,13,0,[13],[0],3650602c588ff74094769579b2e5aed8,1365.0,0,13,0,780,780,1559792433.4022489
48,48,SFO,San Francisco,IST,Istanbul,3,15,"[3, 8, 5]","[15, 5, 25]",427e90102b594faf6086070182fb9d11,1625.0,2,16,45,960,1005,1559792433.4022489
49,49,IST,Istanbul,SFO,San Francisco,4,56,"[4, 7, 3]","[56, 40, 5]",f60fd3690bf032ad94321c2a49904fed,2127.0,2,14,101,840,941,1559792433.4022489
50,50,IST,Istanbul,SFO,San Francisco,3,44,"[3, 8, 3]","[44, 15, 20]",e41bcb6b9c22abeb75d3b7a5dc6e14ba,1589.0,2,14,79,840,919,1559792433.4022489
51,51,SFO,San Francisco,IST,Istanbul,4,55,"[4, 12]","[55, 20]",22cb1e8abd0141a65372d40252f38247,9903.0,1,16,75,960,1035,1559792433.4022489
52,52,IST,Istanbul,SFO,San Francisco,4,34,"[4, 7, 3]","[34, 43, 35]",1c81bd6345a754a0bf4a8c773eed8ac4,1343.0,2,14,112,840,952,1559792433.4022489
53,53,IST,Istanbul,SFO,San Francisco,11,5,"[11, 3]","[5, 5]",177eaca3575147e70d8bef23b53f75b5,1651.0,1,14,10,840,850,1559792433.4022489
54,54,IST,Istanbul,SFO,San Francisco,3,36,"[3, 8, 3]","[36, 15, 20]",6ee1e88589ce0ece7872df91e8228d44,1438.0,2,14,71,840,911,1559792433.4022489
55,55,IST,Istanbul,SFO,San Francisco,4,39,"[4, 7, 3]","[39, 48, 20]",69db86397da8506c900c732e577e368b,1625.0,2,14,107,840,947,1559792433.4022489
56,56,SFO,San Francisco,IST,Istanbul,4,20,"[4, 11]","[20, 5]",07badeadd3eb4e6e7bb03a71220736fd,1637.0,1,15,25,900,925,1559792433.4022489
57,57,SFO,San Francisco,IST,Istanbul,3,35,"[3, 10]","[35, 55]",a94f627f2df4392e3e6cf8bfcf8374e7,1339.0,1,13,90,780,870,1559792433.4022489
58,58,IST,Istanbul,SFO,San Francisco,2,34,"[2, 9, 3]","[34, 35, 5]",f7d05685f7b8580b50d398c1479c345e,1937.0,2,14,74,840,914,1559792433.4022489
59,59,IST,Istanbul,SFO,San Francisco,4,34,"[4, 7, 3]","[34, 43, 35]",8bfd01da0504ef847b569823341234d3,1343.0,2,14,112,840,952,1559792433.4022489
0,0,ZRH,Zurich,SFO,San Francisco,11,0,"[11, 0]","[0, 55]",1f9c526347bd3b546f67dcc16f9ca2ee,1248.0,1,11,55,660,715,1559792590.008519
1,1,ZRH,Zurich,SFO,San Francisco,10,15,"[10, 2]","[15, 20]",41eb37fc2cc192b027fa74ca1ad72a9b,1417.0,1,12,35,720,755,1559792590.008519
2,2,ZRH,Zurich,SFO,San Francisco,5,20,"[5, 7]","[20, 55]",f3f48bc4ee16ede848fad594c5123f74,3580.0,1,12,75,720,795,1559792590.008519
3,3,ZRH,Zurich,SFO,San Francisco,3,44,"[3, 9, 1]","[44, 5, 45]",2ef6ee4d71545d5dfad77dbcf0ee2673,472.0,2,13,94,780,874,1559792590.008519
4,4,ZRH,Zurich,SFO,San Francisco,10,10,"[10, 1]","[10, 55]",9d7275b47ec60ab45863116bdb0ec0b1,1208.0,1,11,65,660,725,1559792590.008519
5,5,SFO,San Francisco,ZRH,Zurich,2,55,"[2, 13]","[55, 25]",d8ca5f4b81d9c5b848a83dad854469fe,1439.0,1,15,80,900,980,1559792590.008519
6,6,ZRH,Zurich,SFO,San Francisco,10,50,"[10, 0]","[50, 55]",3dcc71c4520bf4a9b514f83cf02d6e21,1248.0,1,10,105,600,705,1559792590.008519
7,7,ZRH,Zurich,SFO,San Francisco,4,36,"[4, 9]","[36, 4]",679722c62341c95c706a3b26452ba2ea,1439.0,1,13,40,780,820,1559792590.008519
8,8,ZRH,Zurich,SFO,San Francisco,11,10,"[11, 2]","[10, 40]",cb778ce7c6b57bee8e88447bf8ce96e2,2044.0,1,13,50,780,830,1559792590.008519
9,9,ZRH,Zurich,SFO,San Francisco,10,40,"[10, 1]","[40, 45]",76b372bbdd82283b615d440d36261921,3419.0,1,11,85,660,745,1559792590.008519
10,10,ZRH,Zurich,SFO,San Francisco,11,0,"[11, 0]","[0, 55]",66f3f0a7215a20dca5072e24db5aa8d1,2030.0,1,11,55,660,715,1559792590.008519
11,11,ZRH,Zurich,SFO,San Francisco,11,20,"[11, 0]","[20, 55]",c6de9584f6df0ed675b314236f4940a9,3614.0,1,11,75,660,735,1559792590.008519
12,12,SFO,San Francisco,ZRH,Zurich,1,45,"[1, 11]","[45, 20]",510b3e942bfaa2739cb79a85230011e0,1331.0,1,12,65,720,785,1559792590.008519
13,13,ZRH,Zurich,SFO,San Francisco,11,0,"[11, 0]","[0, 55]",6900c56d6b6d32cd142d07b4a3e3b3d7,1515.0,1,11,55,660,715,1559792590.008519
14,14,ZRH,Zurich,SFO,San Francisco,10,30,"[10, 2, 1]","[30, 20, 20]",53ce3aee9164146fc6151c81249731e4,3647.0,2,13,70,780,850,1559792590.008519
15,15,SFO,San Francisco,ZRH,Zurich,3,50,"[3, 8]","[50, 55]",a38451ed3d15b7b23d52535e0b09cb8e,1722.0,1,11,105,660,765,1559792590.008519
16,16,ZRH,Zurich,SFO,San Francisco,11,5,"[11, 0]","[5, 55]",916a4e08e1a427465544a99aa5199cd2,1722.0,1,11,60,660,720,1559792590.008519
17,17,ZRH,Zurich,SFO,San Francisco,10,40,"[10, 1]","[40, 45]",68e0b4b32ba58c01841bb2b3111fa55a,1331.0,1,11,85,660,745,1559792590.008519
18,18,ZRH,Zurich,SFO,San Francisco,5,28,"[5, 7]","[28, 25]",f5bc6b7f74940094d8ad789fbe789a94,3575.0,1,12,53,720,773,1559792590.008519
19,19,ZRH,Zurich,SFO,San Francisco,10,15,"[10, 2]","[15, 25]",a340b0e85c65e10d6b570258a3b40ee9,1598.0,1,12,40,720,760,1559792590.008519
20,20,SFO,San Francisco,ZRH,Zurich,10,25,"[10, 2]","[25, 38]",9b3941ea527d2b2874d25fecaa2d63d6,5956.0,1,12,63,720,783,1559792590.008519
21,21,ZRH,Zurich,SFO,San Francisco,10,50,[10],[50],2561b928c639e52cff203388357dd60f,1395.0,0,10,50,600,650,1559792590.008519
22,22,ZRH,Zurich,SFO,San Francisco,1,45,"[1, 9, 1]","[45, 55, 55]",f629e84811d80812e3e9bf833a2b1f33,1431.0,2,11,155,660,815,1559792590.008519
23,23,ZRH,Zurich,SFO,San Francisco,10,25,"[10, 1]","[25, 50]",655ac6d12795f279ea870476d674d6b2,1560.0,1,11,75,660,735,1559792590.008519
24,24,ZRH,Zurich,SFO,San Francisco,4,56,"[4, 7]","[56, 35]",d7162a535c9c83ae158bd93999552559,1216.0,1,11,91,660,751,1559792590.008519
25,25,ZRH,Zurich,SFO,San Francisco,11,5,"[11, 0]","[5, 55]",3ae1339876235e65c8d09a742cf5b8e8,2030.0,1,11,60,660,720,1559792590.008519
26,26,ZRH,Zurich,SFO,San Francisco,13,0,"[13, 3]","[0, 0]",00a7faa3126923912f03ec5294dcedfd,1439.0,1,16,0,960,960,1559792590.008519
27,27,SFO,San Francisco,ZRH,Zurich,2,50,"[2, 12]","[50, 20]",fd2382c85d865bf2f890f5457b0765df,1208.0,1,14,70,840,910,1559792590.008519
28,28,ZRH,Zurich,SFO,San Francisco,10,10,"[10, 1]","[10, 55]",fddf0665a85411ad9e1f7b106db5a4be,1286.0,1,11,65,660,725,1559792590.008519
29,29,ZRH,Zurich,SFO,San Francisco,4,36,"[4, 8, 1]","[36, 30, 15]",a00cc42a48ad69f7592056d6106e0da3,5960.0,2,13,81,780,861,1559792590.008519
30,30,ZRH,Zurich,SFO,San Francisco,10,45,"[10, 1]","[45, 15]",8de813dc02f24a2150173bc2d54452f6,10929.0,1,11,60,660,720,1559792590.008519
31,31,ZRH,Zurich,SFO,San Francisco,13,0,"[13, 2]","[0, 55]",2e951fedb4ac0aa1a890e13b18314200,1447.0,1,15,55,900,955,1559792590.008519
32,32,ZRH,Zurich,SFO,San Francisco,10,20,"[10, 1]","[20, 30]",baec40d981ae3cb8c73542d54193375a,1462.0,1,11,50,660,710,1559792590.008519
33,33,ZRH,Zurich,SFO,San Francisco,8,40,"[8, 3]","[40, 40]",be69246883a527c459fce2aa60460abe,1722.0,1,11,80,660,740,1559792590.008519
34,34,ZRH,Zurich,SFO,San Francisco,4,56,"[4, 7]","[56, 35]",3d59cad41979b978bbcced765ef4959c,1216.0,1,11,91,660,751,1559792590.008519
35,35,ZRH,Zurich,SFO,San Francisco,2,24,"[2, 9]","[24, 55]",985399a11f37c69ad46ff5639513e657,3575.0,1,11,79,660,739,1559792590.008519
36,36,SFO,San Francisco,ZRH,Zurich,9,25,"[9, 6]","[25, 0]",9fe3f1eb0ac49f28217ec167fc93b302,1045.0,1,15,25,900,925,1559792590.008519
37,37,ZRH,Zurich,SFO,San Francisco,11,10,"[11, 0]","[10, 55]",d459a966dae572d11479025e04462185,3597.0,1,11,65,660,725,1559792590.008519
38,38,ZRH,Zurich,SFO,San Francisco,11,0,[11],[0],a09736f8a7bb0f931a376316700fb0af,1213.0,0,11,0,660,660,1559792590.008519
39,39,ZRH,Zurich,SFO,San Francisco,11,0,[11],[0],8d68ed45c931e272a1c73ca3c62b184e,1481.0,0,11,0,660,660,1559792590.008519
40,40,ZRH,Zurich,SFO,San Francisco,10,40,"[10, 2]","[40, 50]",788a4d75d6d31c32113d0b46bc511812,586.0,1,12,90,720,810,1559792590.008519
41,41,ZRH,Zurich,SFO,San Francisco,10,10,"[10, 1]","[10, 55]",548b23c0593935996b8895f009421ee2,1259.0,1,11,65,660,725,1559792590.008519
42,42,ZRH,Zurich,SFO,San Francisco,5,33,"[5, 8]","[33, 5]",d9554ea99388a14e769f29940d09d2fe,3891.0,1,13,38,780,818,1559792590.008519
43,43,ZRH,Zurich,SFO,San Francisco,10,50,[10],[50],5c4659cbcd052275e0bfa811cf0ac4dc,3575.0,0,10,50,600,650,1559792590.008519
44,44,ZRH,Zurich,SFO,San Francisco,11,25,"[11, 1]","[25, 55]",991ee4a86d07e85ca2620613f08b67c0,1283.0,1,12,80,720,800,1559792590.008519
45,45,ZRH,Zurich,SFO,San Francisco,10,45,"[10, 1]","[45, 15]",a74c44899c1d47f106bb96c95b3bed20,1599.0,1,11,60,660,720,1559792590.008519
46,46,ZRH,Zurich,SFO,San Francisco,4,36,"[4, 8, 1]","[36, 30, 15]",c6ff99af9eec29ec36250308677d66d3,1470.0,2,13,81,780,861,1559792590.008519
47,47,ZRH,Zurich,SFO,San Francisco,10,45,"[10, 1]","[45, 15]",9cbdbebbc5411fa02ce21a1a3f000ffe,5956.0,1,11,60,660,720,1559792590.008519
48,48,ZRH,Zurich,SFO,San Francisco,10,45,"[10, 1]","[45, 15]",b9982638ed6d4b0e1260c86a8fa4944b,1599.0,1,11,60,660,720,1559792590.008519
49,49,ZRH,Zurich,SFO,San Francisco,4,42,"[4, 9]","[42, 4]",8d49152f19adc2b606fd78c016c77821,10856.0,1,13,46,780,826,1559792590.008519
50,50,ZRH,Zurich,SFO,San Francisco,1,45,"[1, 9, 1]","[45, 55, 55]",3b1662d9646c25dafe0bee96597256b5,1471.0,2,11,155,660,815,1559792590.008519
51,51,SFO,San Francisco,ZRH,Zurich,2,40,"[2, 11]","[40, 0]",182b85051f09ddac4b0aa2e5a758a8d5,472.0,1,13,40,780,820,1559792590.008519
52,52,ZRH,Zurich,SFO,San Francisco,2,5,"[2, 4, 8]","[5, 57, 5]",6ee5ec046cab19141879e085e65d80ec,1045.0,2,14,67,840,907,1559792590.008519
53,53,SFO,San Francisco,ZRH,Zurich,0,55,"[0, 11]","[55, 35]",a70692c8368e961a99eb71344ddb1e88,1216.0,1,11,90,660,750,1559792590.008519
54,54,SFO,San Francisco,ZRH,Zurich,0,55,"[0, 11]","[55, 35]",aedb6c755cf57130abb5b1f5e88a1eb6,1213.0,1,11,90,660,750,1559792590.008519
55,55,ZRH,Zurich,SFO,San Francisco,4,12,"[4, 8]","[12, 35]",a07765ff978e032d019191054bad6529,1218.0,1,12,47,720,767,1559792590.008519
56,56,ZRH,Zurich,SFO,San Francisco,4,56,"[4, 7]","[56, 35]",a7f654bf3fda79e3365a1cab326da4dc,1398.0,1,11,91,660,751,1559792590.008519
57,57,ZRH,Zurich,SFO,San Francisco,11,10,"[11, 2]","[10, 45]",5e234f2c2d5b406526cd340246d9788f,1587.0,1,13,55,780,835,1559792590.008519
58,58,ZRH,Zurich,SFO,San Francisco,5,46,"[5, 6, 1]","[46, 55, 55]",bdda2214fb3d481efb5c8b5e5bc08b69,1572.0,2,12,156,720,876,1559792590.008519
59,59,ZRH,Zurich,SFO,San Francisco,4,36,"[4, 9]","[36, 4]",d25cd1f8a1dd3c7d88ae2cbcf7686a35,10856.0,1,13,40,780,820,1559792590.008519
60,60,ZRH,Zurich,SFO,San Francisco,5,28,"[5, 7]","[28, 25]",29e4cdd57555e7d447c79c23af4d8507,3593.0,1,12,53,720,773,1559792590.008519
61,61,SFO,San Francisco,ZRH,Zurich,1,35,"[1, 10]","[35, 55]",f8d75d9ed430abf0784774be1341d858,1439.0,1,11,90,660,750,1559792590.008519
62,62,ZRH,Zurich,SFO,San Francisco,5,46,"[5, 6, 1]","[46, 55, 55]",2f2c37e6195002986432213ed8853b21,1522.0,2,12,156,720,876,1559792590.008519
63,63,ZRH,Zurich,SFO,San Francisco,4,12,"[4, 8]","[12, 35]",53c444142db7ec8269ccd085f936a596,1218.0,1,12,47,720,767,1559792590.008519
64,64,ZRH,Zurich,SFO,San Francisco,10,50,"[10, 0]","[50, 55]",c965e4aa81f5be9facc7e6585008af7f,1429.0,1,10,105,600,705,1559792590.008519
65,65,ZRH,Zurich,SFO,San Francisco,11,10,"[11, 2]","[10, 40]",9202672b5b7f4893577239be3c414c1b,2044.0,1,13,50,780,830,1559792590.008519
66,66,ZRH,Zurich,SFO,San Francisco,10,25,"[10, 1]","[25, 50]",dcacc70978e2729939d9b5a6ff47eed7,3910.0,1,11,75,660,735,1559792590.008519
